Voie;Numéro;Code;Ville;Cible
COTE DE L ABATTOIR;1:9999:n;81000;ALBI;0409
RUE DES ABELIAS;1:9999:n;81000;ALBI;0305
SQUARE AMIRAL ABRIAL;1:9999:n;81000;ALBI;0203
RUE ACACIAS;1:9999:n;81000;ALBI;0106
RUE CLEMENT ADER;1:9999:n;81000;ALBI;0411
RUE DU CENTRE AERE;1:9999:n;81000;ALBI;0101
RUE SAINT AFFRIC;1:9999:n;81000;ALBI;0401
IMPASSE DES AGRICULTEURS;1:9999:n;81000;ALBI;0303
RUE DES AGRICULTEURS;8:74:p;81000;ALBI;0303
RUE DES AGRICULTEURS;100:p;81000;ALBI;0304
ALLEE DES ALBATROS;1:9999:n;81000;ALBI;0106
RUE ALBERT 1ER;1:9999:n;81000;ALBI;0417
RUE DES PORTES D ALBI;1:9999:n;81000;ALBI;8001
RUE DES PORTES D ALBI;242:570:p;81000;ALBI;0413
RUE JEAN LE ROND D ALEMBERT;1:9999:n;81000;ALBI;8002
RUE ARMAND ALES;1:9999:n;81000;ALBI;0203
RUE JUSTIN ALIBERT;1:9999:n;81000;ALBI;0415
RUE VICTOR ALLEGRE;1:9999:n;81000;ALBI;0306
RUE SALVADOR ALLENDE;1:9999:n;81000;ALBI;0025
RUE FRANCOIS ALVES;1:9999:n;81000;ALBI;1007
RUE DU GENERAL D AMADE;1:9999:n;81000;ALBI;0203
RUE PUECH AMADENC;1:9999:n;81000;ALBI;0403
ALLEE DES AMANDIERS;1:9999:n;81000;ALBI;0411
CHEMIN DU VIGNOBLE DE SAINT AMARAND;1:9999:n;81000;ALBI;1001
PLACE SAINT AMARAND;1:9999:n;81000;ALBI;0202
RUE LOUIS D AMBOISE;1:9999:n;81000;ALBI;0202
CHEMIN DES AMOURENS;1:9999:n;81000;ALBI;0805
RUE ANDRE AMPERE;4:34:p;81000;ALBI;8001
RUE ANDRE AMPERE;15:35:i;81000;ALBI;8001
RUE ANDRE AMPERE;6:80:p;81000;ALBI;8002
RUE ANDRE AMPERE;1:91:i;81000;ALBI;8002
RUE D AMSTERDAM;1:9999:n;81000;ALBI;0305
BOULEVARD EDOUARD ANDRIEU;1:9999:n;81000;ALBI;0407
IMPASSE JACQUES ANQUETIL;1:9999:n;81000;ALBI;0303
CITE SAINT ANTOINE;1:9999:n;81000;ALBI;0305
PLATEAU SAINT ANTOINE;1:9999:n;81000;ALBI;8002
RUE SAINT ANTOINE;1:9999:n;81000;ALBI;0404
RUE DU 18 AOUT 1944;1:9999:n;81000;ALBI;0418
RUE SOEUR APPOLINE;1:9999:n;81000;ALBI;0114
RUE FRANCOIS ARAGO;1:9999:n;81000;ALBI;8002
PLACE DE L ARCHEVECHE;1:9999:n;81000;ALBI;0401
RUE ARLETTY;1:9999:n;81000;ALBI;0304
CHEMIN DE L ARQUIPEYRE;1:9999:n;81000;ALBI;0804
ROND POINT DE L ARQUIPEYRE;1:9999:n;81000;ALBI;0804
RUE ARSENE D ARSONVAL;1:9999:n;81000;ALBI;8002
RUE D ATHENES;1:9999:n;81000;ALBI;0305
RUE ATHON;1:9999:n;81000;ALBI;0401
CHEMIN DE L AUBAL;1:9999:n;81000;ALBI;1009
LIEU DIT L AUBAL;1:9999:n;81000;ALBI;1009
RUE DES AUBEPINES;1:9999:n;81000;ALBI;0305
RUE LUCIE AUBRAC;1:9999:n;81000;ALBI;0110
RUE FRANCOIS AUDOUI;1:9999:n;81000;ALBI;0102
RUE FERNAND AUDRIC;1:9999:n;81000;ALBI;0416
RUE MARECHAL AUGEREAU;1:9999:n;81000;ALBI;0104
RUE ELIE AUGUSTIN;1:9999:n;81000;ALBI;0416
RUE DE L AVIATEUR;1:9999:n;81000;ALBI;0412
LIEU DIT AZERAC;1:9999:n;81000;ALBI;1005
CHEMIN DE BALARD;1:9999:n;81000;ALBI;0805
RUE HONORE DE BALZAC;1:9999:n;81000;ALBI;0404
CHEMIN DE LA BANE;1:9999:n;81000;ALBI;1003
RUE HENRI BARBUSSE;1:9999:n;81000;ALBI;0114
RUE JEAN BART;1:9999:n;81000;ALBI;0413
LAS BARTHARIES;1:9999:n;81000;ALBI;1005
RUE ELIE BARTHE;1:9999:n;81000;ALBI;0113
CANAVIERES LE BAS;1:9999:n;81000;ALBI;1005
CHEMIN DE SAINT AMARAND BAS;1:9999:n;81000;ALBI;1001
RUE MARYSE BASTIE;1:9999:n;81000;ALBI;0410
AVENUE CHARLES BAUDELAIRE;1:9999:n;81000;ALBI;0409
RUE HARRY BAUR;1:9999:n;81000;ALBI;0413
IMPASSE JEAN BEHRA;1:9999:n;81000;ALBI;0304
RUE JEAN BEHRA;1:9999:n;81000;ALBI;0304
CHEMIN DE BELLECOMBE;1:9999:n;81000;ALBI;1009
AVENUE CHARLES BELLET;1:9999:n;81000;ALBI;0205
CHEMIN DE BELLEVUE;1:9999:n;81000;ALBI;1010
RUE COSTES ET BELLONTE;1:9999:n;81000;ALBI;0410
CHEMIN DE LA BENNE;1:9999:n;81000;ALBI;1010
RUE PIERRE BENOIT;1:9999:n;81000;ALBI;0418
RUE DES BERBERIS;1:9999:n;81000;ALBI;0306
RUE DE LA BERCHERE;6:p;81000;ALBI;0415
RUE DE LA BERCHERE;1:25:i;81000;ALBI;0415
RUE DE LA BERCHERE;6:p;81000;ALBI;9001
RUE DE LA BERCHERE;1:45:i;81000;ALBI;9001
RUE DE LA BERCHERE;45:i;81000;ALBI;0409
RUE PUECH BERENGUIER;1:9999:n;81000;ALBI;0402
RUE DES BERGERONNETTES;1:9999:n;81000;ALBI;0106
RUE HECTOR BERLIOZ;1:9999:n;81000;ALBI;0405
RUE PAUL BERMOND;1:9999:n;81000;ALBI;0106
RUE SARAH BERNHARDT;1:9999:n;81000;ALBI;0304
RUE DE BERNIS;1:9999:n;81000;ALBI;0205
RUE TRAVERSIERE DE BERNIS;1:9999:n;81000;ALBI;0205
RUE MARCELLIN BERTHELOT;1:9999:n;81000;ALBI;0409
RUE DU GENERAL BERTHIER;1:9999:n;81000;ALBI;0025
CHEMIN DE BESSE;6:8:p;81000;ALBI;8001
CHEMIN DE BESSE;5:i;81000;ALBI;8001
CHEMIN DE BESSE;6:8:p;81000;ALBI;9998
CHEMIN DE BESSE;5:17:i;81000;ALBI;9998
CHEMIN DE BESSE;17:i;81000;ALBI;1005
RUE COLETTE BESSON;1:9999:n;81000;ALBI;0111
CHEMIN DES BIGNOUS;1:9999:n;81000;ALBI;1005
RUE CHANOINE BIROT;1:9999:n;81000;ALBI;0402
CHEMIN DE LA BISCARADE;1:9999:n;81000;ALBI;1005
LIEU DIT BISCARADE;1:9999:n;81000;ALBI;1005
RUE BISCONTAL;1:9999:n;81000;ALBI;0401
RUE DE BITCHE;4:20:p;81000;ALBI;0405
RUE DE BITCHE;1:11:i;81000;ALBI;0405
RUE DE BITCHE;24:34:p;81000;ALBI;0416
RUE DE BITCHE;15:49:i;81000;ALBI;0416
RUE GEORGES BIZET;1:9999:n;81000;ALBI;0406
CHEMIN DE SAINT BLAISE;1:9999:n;81000;ALBI;1003
CHEMIN DU MAS DE BLANC;1:9999:n;81000;ALBI;0805
IMPASSE DU COMMANDANT BLANCHE;1:9999:n;81000;ALBI;0405
RUE DE LA CROIX BLANCHE;1:9999:n;81000;ALBI;0402
RUE DU COMMANDANT BLANCHE;2:70:p;81000;ALBI;0416
RUE DU COMMANDANT BLANCHE;5:67:i;81000;ALBI;0416
RUE DU COMMANDANT BLANCHE;72:196:p;81000;ALBI;0405
RUE DU COMMANDANT BLANCHE;73:145:i;81000;ALBI;0405
RUE DES BUISSONS BLANCS;1:9999:n;81000;ALBI;0305
RUE LOUIS BLERIOT;1:9999:n;81000;ALBI;0410
IMPASSE LOUISON BOBET;1:9999:n;81000;ALBI;0304
BOULEVARD PAUL BODIN;1:9999:n;81000;ALBI;0407
RUE ADRIENNE BOLLAND;1:9999:n;81000;ALBI;0410
IMPASSE DU DOCTEUR SIMON BOMPUNT;1:9999:n;81000;ALBI;0203
AVENUE DOCTEUR SIMON BOMPUNT;1:9999:n;81000;ALBI;0203
SQUARE BONAPARTE;1:9999:n;81000;ALBI;0025
RUE BONAYGUES;1:9999:n;81000;ALBI;0408
ARCADES DU BONDIDOU;1:9999:n;81000;ALBI;0402
RUE PIERRE BONNARD;1:9999:n;81000;ALBI;0107
RUE BONNECAMBE;1:9999:n;81000;ALBI;0403
CHEMIN DE LAS BORDES;1:9999:n;81000;ALBI;1005
CHEMIN HAMEAU DU MAS DE BORIES;1:9999:n;81000;ALBI;0303
CHEMIN DE LAS BORIES;4:94:p;81000;ALBI;0111
CHEMIN DE LAS BORIES;63:87:i;81000;ALBI;0111
CHEMIN DE LAS BORIES;196:238:p;81000;ALBI;0805
CHEMIN DE LAS BORIES;179:425:i;81000;ALBI;0805
RUE DU MAS DE BORIES;1:9999:n;81000;ALBI;0303
RUE JEAN BOROTRA;1:9999:n;81000;ALBI;0303
RUE RENE BOUCHEPORN;1:9999:n;81000;ALBI;0105
RUE HELENE BOUCHER;1:9999:n;81000;ALBI;0409
RUE DU DOCTEUR BOUISSIERES;1:9999:n;81000;ALBI;0306
RUE DU HAMEAU DE BOURDES;1:9999:n;81000;ALBI;0412
RUE DE BOURDES;2:42:p;81000;ALBI;9010
RUE DE BOURDES;13:63:i;81000;ALBI;9010
RUE DE BOURDES;2:p;81000;ALBI;0413
RUE DE BOURDES;18:42:p;81000;ALBI;0410
RUE DE BOURDES;13:63:i;81000;ALBI;0410
RUE CLAUDE BOURGELAT;1:9999:n;81000;ALBI;1002
IMPASSE DES BOURROUS;1:9999:n;81000;ALBI;0102
RUE DU BOUSCAILLET;1:9999:n;81000;ALBI;0402
IMPASSE GASTON BOUTEILLER;1:9999:n;81000;ALBI;0105
RUE GASTON BOUTEILLER;1:9999:n;81000;ALBI;0105
IMPASSE DU BOUTGE;1:9999:n;81000;ALBI;0401
ALLEE DES BOUVREUILS;1:9999:n;81000;ALBI;0106
IMPASSE BOUYSSOUNET;1:9999:n;81000;ALBI;0112
RUE CLAUDE BOYER;1:9999:n;81000;ALBI;0404
RUE LOUIS BRAILLE;1:9999:n;81000;ALBI;0203
IMPASSE EDOUARD BRANLY;1:9999:n;81000;ALBI;0101
RUE EDOUARD BRANLY;1:9999:n;81000;ALBI;0101
RUE GEORGES BRAQUE;1:9999:n;81000;ALBI;0101
RUE GEORGES BRASSENS;1:9999:n;81000;ALBI;0407
RUE LOUIS BREGUET;1:9999:n;81000;ALBI;0411
RUE JACQUES BREL;1:9999:n;81000;ALBI;0412
RUE NOTRE DAME DU BREUIL;1:9999:n;81000;ALBI;0106
AVENUE DU BREUIL;1:9999:n;81000;ALBI;0106
PETIT CHEMIN DES BROUCOUNIES;2:58:p;81000;ALBI;0105
PETIT CHEMIN DES BROUCOUNIES;1:59:i;81000;ALBI;0105
PETIT CHEMIN DES BROUCOUNIES;2:58:p;81000;ALBI;9006
PETIT CHEMIN DES BROUCOUNIES;1:103:i;81000;ALBI;9006
PETIT CHEMIN DES BROUCOUNIES;73:103:i;81000;ALBI;0805
CHEMIN DE LA PLAINE DE BROUCOUNIES;1:9999:n;81000;ALBI;0105
RUE DES BROUCOUNIES;1:9999:n;81000;ALBI;0105
RUE MARECHAL BRUNE;1:9999:n;81000;ALBI;0104
IMPASSE DES BRUS;1:9999:n;81000;ALBI;0409
RUE DES BRUS;2:104:p;81000;ALBI;9002
RUE DES BRUS;1:123:i;81000;ALBI;9002
RUE DES BRUS;2:84:p;81000;ALBI;0409
RUE DES BRUS;1:99:i;81000;ALBI;0409
RUE DES BRUS;86:104:p;81000;ALBI;0410
RUE DES BRUS;101:123:i;81000;ALBI;0410
AVENUE DE BRUXELLES;1:9999:n;81000;ALBI;0305
RUE JEAN DE LA BRUYERE;1:9999:n;81000;ALBI;0413
RUE DE LA BUADE;1:9999:n;81000;ALBI;0401
RUE DES 3 BUISSONS;1:9999:n;81000;ALBI;0305
CHEMIN DES BURGAYROLS;1:9999:n;81000;ALBI;1010
IMPASSE ALEX CAHUZAC;1:9999:n;81000;ALBI;0105
RUE DES FRERES CAHUZAC;1:9999:n;81000;ALBI;0105
AVENUE ALEX CAHUZAC;1:9999:n;81000;ALBI;0105
AVENUE CAMBACERES;1:9999:n;81000;ALBI;0102
RUE CAMBARD;1:9999:n;81000;ALBI;0407
CHEMIN PUECH CAMBIE;1:9999:n;81000;ALBI;1007
CHEMIN DE CAMBON;1:7:i;81000;ALBI;1001
CHEMIN DE CAMBON;29:31:i;81000;ALBI;0301
RUE DU DOCTEUR CAMBOULIVES;1:9999:n;81000;ALBI;0403
ALLEE DES CAMELIAS;1:9999:n;81000;ALBI;0102
RUE CAMINADE;1:9999:n;81000;ALBI;0402
ALLEE DU CAMPING;1:9999:n;81000;ALBI;0107
RUE DU DOCTEUR CAMPMAS;1:9999:n;81000;ALBI;0417
RUE ALBERT CAMUS;1:9999:n;81000;ALBI;0417
LIEU DIT LES CANALS;1:9999:n;81000;ALBI;8001
IMPASSE DE CANAVIERES;1:9999:n;81000;ALBI;0411
CHEMIN BAS DE CANAVIERES;1:9999:n;81000;ALBI;1005
CHEMIN DE CANAVIERES;1:9999:n;81000;ALBI;1005
RUE DE CANAVIERES;4:56:p;81000;ALBI;0411
RUE DE CANAVIERES;1:53:i;81000;ALBI;0411
RUE DE CANAVIERES;4:112:p;81000;ALBI;9010
RUE DE CANAVIERES;1:91:i;81000;ALBI;9010
RUE DE CANAVIERES;88:112:p;81000;ALBI;1005
RUE DE CANAVIERES;79:91:i;81000;ALBI;1005
RUE CANDEIL;1:9999:n;81000;ALBI;0401
PLACE EDMOND CANET;1:9999:n;81000;ALBI;0415
BASE DE LOISIRS DE CANTEPAU;1:9999:n;81000;ALBI;0103
RUE CANTEPAU;6:160:p;81000;ALBI;0102
RUE CANTEPAU;5:181:i;81000;ALBI;0102
RUE CANTEPAU;170:178:p;81000;ALBI;0025
CHEMIN DE CANTEPERLIC;1:9999:n;81000;ALBI;0805
IMPASSE SAINTE CAREME;1:9999:n;81000;ALBI;0411
CHEMIN SAINTE CAREME;1:9999:n;81000;ALBI;1005
RUE SAINTE CAREME;1:9999:n;81000;ALBI;0411
LIEU DIT SAINTE CARISSIME;1:9999:n;81000;ALBI;1005
RUE DES CARMELITES;1:9999:n;81000;ALBI;0202
BOULEVARD CARNOT;1:9999:n;81000;ALBI;0415
CHEMIN DES CARRIERES;1:9999:n;81000;ALBI;1007
RUE RENE CASSIN;1:9999:n;81000;ALBI;0113
RUE BERNARD DE CASTANET;1:9999:n;81000;ALBI;0404
RUE CASTELGINEST;2:10:p;81000;ALBI;0407
RUE CASTELGINEST;3:17:i;81000;ALBI;0407
RUE CASTELGINEST;2:26:p;81000;ALBI;9002
RUE CASTELGINEST;3:39:i;81000;ALBI;9002
RUE CASTELGINEST;20:26:p;81000;ALBI;0415
RUE CASTELGINEST;19:39:i;81000;ALBI;0415
CITE DU CASTELVIEL;1:9999:n;81000;ALBI;0402
PLACE DU FOIRAIL DU CASTELVIEL;1:9999:n;81000;ALBI;0409
RUE DU CASTELVIEL;1:9999:n;81000;ALBI;0402
RUE DU FOIRAIL DU CASTELVIEL;1:9999:n;81000;ALBI;0409
SQUARE DU CASTELVIEL;1:9999:n;81000;ALBI;0409
IMPASSE DU FOIRAIL DU CASTELVIEL;1:9999:n;81000;ALBI;0409
ROUTE DE CASTRES;22:50:p;81000;ALBI;1007
ROUTE DE CASTRES;1:i;81000;ALBI;1007
ROUTE DE CASTRES;58:72:p;81000;ALBI;1002
ROUTE DE CASTRES;23:197:i;81000;ALBI;1002
RUE CATALANE;1:9999:n;81000;ALBI;0402
RUE DES CATHERINETTES;1:9999:n;81000;ALBI;0401
RUE DE LA CAUSSADE;1:9999:n;81000;ALBI;0414
RUE LOUIS CAVAILLES;1:9999:n;81000;ALBI;0412
RUE ANGELI CAVALIE;1:9999:n;81000;ALBI;0409
CHEMIN DE CAYNAC;28:76:p;81000;ALBI;0304
CHEMIN DE CAYNAC;37:99:i;81000;ALBI;0304
CHEMIN DE CAYNAC;145:i;81000;ALBI;1010
RUE GASTON CAYROU;1:9999:n;81000;ALBI;0110
PLACE SAINTE CECILE;1:27:i;81000;ALBI;9001
PLACE SAINTE CECILE;1:9:i;81000;ALBI;0401
PLACE SAINTE CECILE;11:27:i;81000;ALBI;0402
RUE SAINTE CECILE;1:9999:n;81000;ALBI;0402
RUE MARCEL CERDAN;1:9999:n;81000;ALBI;0203
RUE DES CERISIERS;1:9999:n;81000;ALBI;0305
RUE FRANCOIS CEVERT;1:9999:n;81000;ALBI;0303
IMPASSE PAUL CEZANNE;1:9999:n;81000;ALBI;0101
RUE PAUL CEZANNE;1:9999:n;81000;ALBI;0101
RUE MARC CHAGALL;1:9999:n;81000;ALBI;0107
RUE DES CHALETS;1:9999:n;81000;ALBI;0414
MOULIN DU CHAPITRE;1:9999:n;81000;ALBI;0401
RUE CHARCOT;1:9999:n;81000;ALBI;0417
ALLEES DES CHARDONNERETS;1:9999:n;81000;ALBI;0106
RUE COMTE DE CHARDONNET;1:9999:n;81000;ALBI;0305
RUE PLAINE DES CHARMES;1:9999:n;81000;ALBI;0205
RUE MARC ANTOINE CHARPENTIER;1:9999:n;81000;ALBI;0405
PLACE DU CHATEAU;1:9999:n;81000;ALBI;0402
ALLEE DU CHATEAU;1:9999:n;81000;ALBI;1005
CHEMIN DU FOUR A CHAUX;1:9999:n;81000;ALBI;1010
CHEMIN DES CHENES;1:9999:n;81000;ALBI;1001
RUE ANDRE DE CHENIER;1:9999:n;81000;ALBI;0102
QUAI CHOISEUL;1:9999:n;81000;ALBI;0401
RUE DE CIRON;1:9999:n;81000;ALBI;0415
RUE SAINT CLAIR;1:9999:n;81000;ALBI;0402
PLACE SAINTE CLAIRE;1:9999:n;81000;ALBI;0403
RUE SAINTE CLAIRE;1:9999:n;81000;ALBI;0401
IMPASSE CROIX DE CLARY;1:9999:n;81000;ALBI;0110
RUE DU HAMEAU CROIX DE CLARY;1:9999:n;81000;ALBI;0114
RUE PAUL CLAUDEL;1:9999:n;81000;ALBI;0417
AVENUE GEORGES CLEMENCEAU;1:9999:n;81000;ALBI;0407
CHEMIN DU CLUZEL;1:9999:n;81000;ALBI;0805
RUE JEAN COCTEAU;1:9999:n;81000;ALBI;0203
RUE ALAIN COLAS;1:9999:n;81000;ALBI;0303
CHEMIN DU HAUT COLLETOU;1:9999:n;81000;ALBI;1005
ALLEE DES COLOMBES;1:9999:n;81000;ALBI;0106
ALLEE GASTON COMBES;1:9999:n;81000;ALBI;0303
AVENUE DES COMBETTES;1:9999:n;81000;ALBI;0105
IMPASSE COMPAYRE;1:9999:n;81000;ALBI;0402
RUE GABRIEL COMPAYRE;1:9999:n;81000;ALBI;0409
RUE CONDORCET;1:9999:n;81000;ALBI;0203
RUE NICOLAS COPERNIC;1:9999:n;81000;ALBI;8001
CHEMIN DES COQUELICOTS;1:9999:n;81000;ALBI;0408
RUE DES CORDELIERS;1:9999:n;81000;ALBI;0415
ROUTE DE CORDES;2:42:p;81000;ALBI;0110
ROUTE DE CORDES;7:55:i;81000;ALBI;0110
ROUTE DE CORDES;64:328:p;81000;ALBI;0805
ROUTE DE CORDES;61:341:i;81000;ALBI;0805
RUE PIERRE CORMARY;1:9999:n;81000;ALBI;0111
RUE JEAN BAPTISTE COROT;1:9999:n;81000;ALBI;0101
RUE DE LA GRANDE COTE;1:9999:n;81000;ALBI;0401
RUE PIERRE DE COUBERTIN;1:9999:n;81000;ALBI;0205
RUE AUGUSTIN COURBATIEU;1:9999:n;81000;ALBI;0203
RUE GUSTAVE COURBET;1:9999:n;81000;ALBI;0107
CHEMIN DE COUSTOU;1:9999:n;81000;ALBI;1001
PLACE DU PATUS CREMAT;1:9999:n;81000;ALBI;0403
RUE DU PATUS CREMAT;1:9999:n;81000;ALBI;0403
RUE DE CRINS;1:9999:n;81000;ALBI;0410
IMPASSE DES COTEAUX DE LA CROUZILLE;1:9999:n;81000;ALBI;1002
RUE DE LA CROUZILLE;100:1128:p;81000;ALBI;1002
RUE DE LA CROUZILLE;449:1039:i;81000;ALBI;1002
RUE DE LA CROUZILLE;1259:1287:i;81000;ALBI;1010
RUE HIPPOLYTE CROZES;1:9999:n;81000;ALBI;0104
RUE LIEUTENANT JEAN CROZES;1:9999:n;81000;ALBI;0106
RUE DOCTEUR HONORE CUQ;1:9999:n;81000;ALBI;0418
RUE JOLIOT CURIE;1:9999:n;81000;ALBI;0407
IMPASSE DE LA CURVEILLERE;1:9999:n;81000;ALBI;0410
RUE DE LA CURVEILLERE;4:92:p;81000;ALBI;0409
RUE DE LA CURVEILLERE;1:89:i;81000;ALBI;0409
RUE DE LA CURVEILLERE;4:160:p;81000;ALBI;9010
RUE DE LA CURVEILLERE;1:115:i;81000;ALBI;9010
RUE DE LA CURVEILLERE;102:160:p;81000;ALBI;0410
RUE DE LA CURVEILLERE;91:115:i;81000;ALBI;0410
ALLEE DES CYGNES;1:9999:n;81000;ALBI;0106
RUE NEGO DANOS;1:9999:n;81000;ALBI;0202
ALLEE ALPHONSE DAUDET;1:9999:n;81000;ALBI;0418
RUE DIDIER DAURAT;1:9999:n;81000;ALBI;0410
RUE LEON DAURES;1:9999:n;81000;ALBI;0105
RUE CLAUDE DEBUSSY;1:9999:n;81000;ALBI;0405
RUE EDGAR DEGAS;1:9999:n;81000;ALBI;0107
RUE EUGENE DELACROIX;1:9999:n;81000;ALBI;0101
RUE JACQUES CHABAN DELMAS;1:9999:n;81000;ALBI;0111
SQUARE ANDRE DELMAS;1:9999:n;81000;ALBI;0403
AVENUE DEMBOURG;1:9999:n;81000;ALBI;0114
RUE JEAN FRANCOIS DENIAU;1:9999:n;81000;ALBI;0417
RUE ANDRE DERAIN;1:9999:n;81000;ALBI;0107
RUE GENERAL DESAIX;1:9999:n;81000;ALBI;0103
RUE RENE DESCARTES;1:9999:n;81000;ALBI;0418
RUE CAMILLE DESMOULINS;1:9999:n;81000;ALBI;0025
RUE MICHEL DETROYAT;1:9999:n;81000;ALBI;0412
IMPASSE DEVERS;1:9999:n;81000;ALBI;0113
RUE DOCTEUR LOUIS DEVOISINS;1:9999:n;81000;ALBI;0403
RUE LILIAN DOIRE;1:9999:n;81000;ALBI;0407
RUE FRANCOISE DOLTO;1:9999:n;81000;ALBI;0417
RUE DORDOGNE;1:9999:n;81000;ALBI;0414
RUE MARCEL DORE;1:9999:n;81000;ALBI;0411
COTE VIEILLE DE LA DRECHE;1:9999:n;81000;ALBI;0805
ROUTE DE LA DRECHE;3:41:i;81000;ALBI;0105
ROUTE DE LA DRECHE;132:216:p;81000;ALBI;0805
ROUTE DE LA DRECHE;43:203:i;81000;ALBI;0805
CHEMIN DE DRIGNAC;1:9999:n;81000;ALBI;0805
RUE DE DUBLIN;1:9999:n;81000;ALBI;0305
IMPASSE HENRI DUNANT;1:9999:n;81000;ALBI;0114
AVENUE FLANDRES DUNKERQUE;1:9999:n;81000;ALBI;0203
RUE DU COMMANDANT OSMIN DURAND;1:9999:n;81000;ALBI;0113
CHEMIN DU CHATEAU D EAU;1:9999:n;81000;ALBI;1009
RUE DE L ECHELLE;1:9999:n;81000;ALBI;0401
RUE FABRE D EGLANTINE;1:9999:n;81000;ALBI;0025
RUE GUSTAVE EIFFEL;1:9999:n;81000;ALBI;0405
CHEMIN ALBERT EINSTEIN;1:9999:n;81000;ALBI;1002
RUE D ELBENE;1:9999:n;81000;ALBI;0403
RUE D EMPAYRALOTS;1:9999:n;81000;ALBI;0403
RUE D ENGUEYSSE;1:9999:n;81000;ALBI;0401
CHEMIN ENJALBERT;1:9999:n;81000;ALBI;0411
RUE LOUIS ENJALRAN;1:9999:n;81000;ALBI;0205
RUE DE L EQUERRE;1:9999:n;81000;ALBI;0113
RUE DE L ESCAPADOU;1:9999:n;81000;ALBI;0111
RUE DU DOCTEUR ESCUDIE;1:9999:n;81000;ALBI;0113
AVENUE FRANCHET D ESPEREY;1:9999:n;81000;ALBI;0418
RUE PIERRE ESQUILAT;1:9999:n;81000;ALBI;0415
CHEMIN DE L ESTEL;1:9999:n;81000;ALBI;1005
CHEMIN D ESTEVILLE;1:9999:n;81000;ALBI;0805
RUE SAINT ETIENNE;1:9999:n;81000;ALBI;0401
AVENUE DE L EUROPE;1:9999:n;81000;ALBI;0305
RUE SAINT EXUPERY;1:9999:n;81000;ALBI;0412
RUE FRANCOIS FABIE;1:9999:n;81000;ALBI;0111
RUE JEAN HENRI FABRE;1:9999:n;81000;ALBI;8002
PASSAGE DE LA FAIENCERIE;1:9999:n;81000;ALBI;0303
CHEMIN DES FARGUES;1:9999:n;81000;ALBI;0411
RUE DES FARGUES;1:9999:n;81000;ALBI;0401
ROUTE DE FAUCH;2:54:p;81000;ALBI;0205
ROUTE DE FAUCH;1:17:i;81000;ALBI;0205
ROUTE DE FAUCH;64:164:p;81000;ALBI;0304
ROUTE DE FAUCH;53:171:i;81000;ALBI;0304
ROUTE DE FAUCH;203:261:i;81000;ALBI;1010
ALLEE DES FAUVETTES;1:9999:n;81000;ALBI;0106
RUE DU COLONEL FAVATIER;1:9999:n;81000;ALBI;0105
IMPASSE FERNANDEZ;1:9999:n;81000;ALBI;0406
RUE FERNANDEZ;3:43:i;81000;ALBI;0406
RUE FERNANDEZ;6:32:p;81000;ALBI;0405
ALLEE EDWIGE FEUILLERE;1:9999:n;81000;ALBI;0304
RUE DE LA FILATURE;1:9999:n;81000;ALBI;0409
IMPASSE DE FINLANDE;1:9999:n;81000;ALBI;0409
RUE DE FINLANDE;12:98:p;81000;ALBI;0409
RUE DE FINLANDE;7:97:i;81000;ALBI;0409
RUE DE FINLANDE;12:50:p;81000;ALBI;9002
RUE DE FINLANDE;7:55:i;81000;ALBI;9002
RUE DE FINLANDE;60:98:p;81000;ALBI;9010
RUE DE FINLANDE;57:97:i;81000;ALBI;9010
CHEMIN DE FLAD;1:9999:n;81000;ALBI;0805
RUE DOCTEUR FLEMING;1:9999:n;81000;ALBI;0417
ALLEE SUZANNE FLON;1:9999:n;81000;ALBI;0304
RUE DOMINIQUE DE FLORENCE;1:9999:n;81000;ALBI;0404
CHEMIN DE FLORENTIN;1:9999:n;81000;ALBI;1005
RUE JEAN PIERRE DE FLORIAN;1:9999:n;81000;ALBI;0025
RUE FLOTTES;1:9999:n;81000;ALBI;0205
AVENUE MARECHAL FOCH;1:9999:n;81000;ALBI;0417
PASSAGE FOCH;1:9999:n;81000;ALBI;0417
RUE DES FOISSANTS;1:9999:n;81000;ALBI;0401
RUE PAUL FONCK;1:9999:n;81000;ALBI;0412
RUE DE LA FONDERIE;1:9999:n;81000;ALBI;0202
CHEMIN DE LA FONDUE;1:9999:n;81000;ALBI;0805
CHEMIN DE L EGLISE DE FONLABOUR;1:9999:n;81000;ALBI;1005
LIEU DIT FONLABOUR;1:9999:n;81000;ALBI;1005
IMPASSE JEAN DE LA FONTAINE;1:9999:n;81000;ALBI;0411
RUE JEAN DE LA FONTAINE;1:9999:n;81000;ALBI;0411
IMPASSE PRIVEE DE FONVIALANE;1:9999:n;81000;ALBI;0805
CHEMIN DU MAZET DE FONVIALANE;1:9999:n;81000;ALBI;0805
RUE FONVIEILLE;1:9999:n;81000;ALBI;0404
PASSAGE DE LA PLAINE DES FOURCHES;1:9999:n;81000;ALBI;0304
RUE ALBERT FOURES;1:9999:n;81000;ALBI;0114
RUE GASTON FOURNIALS;1:9999:n;81000;ALBI;1002
RUE JEAN FRAGONARD;1:9999:n;81000;ALBI;0101
AVENUE PIERRE MENDES FRANCE;1:9999:n;81000;ALBI;0205
RUE DU CHANOINE LUCIEN GABEN;1:9999:n;81000;ALBI;0111
IMPASSE DE GAILLAGUES;1:9999:n;81000;ALBI;0805
